timestamp,date,time,location,operator,flight#,route,aircraft_type,aircraft_reg,cn_ln,total_onboard,passenger_onboard,crew_onboard,total_fatalities,passenger_fatalities,crew_fatalities,ground_casualties,summary_of_events
1973-11-17 02:00:00+00:00,11/17/1973,02:00,"Near Quang-Ngai, South Vietnam",Air Vietnam (South Vietnam),,on - Quang Ngai,Douglas DC-3,XV-NIE,14910/26355,27.0,24.0,3.0,27.0,24.0,3.0,0.0,Flew into a mountain while en route. Flying under VFR in IFR conditons.
1973-12-07 22:29:00+00:00,12/07/1973,22:29,"Moscow, USSR",Aeroflot,964,Mineral Waters - Moscow,Tupolev TU-104B,CCCP-42503,21901,75.0,68.0,7.0,13.0,11.0,5.0,0.0,The aircraft crashed after the wing touched the ground while landing short of the runway. Crew error in not executing a missed approach.
1973-12-16 19:13:00+00:00,12/16/1973,19:13,"Near Karacharovo, USSR",Aeroflot,2022,Vilnius - Moscow,Tupolev TU-124,CCCP-45061,3351406,51.0,45.0,6.0,51.0,45.0,6.0,0.0,Went into a sudden dive and crashed to the ground. A short circuit occurred in the elevator trim system.
1973-12-17 13:00:00+00:00,12/17/1973,13:00,"Rome, Italy",Pan American World Airways,110,Rome - Beirut,Boeing B-707-321B,N407PA,18838/412,177.0,167.0,10.0,30.0,29.0,1.0,0.0,"Two phosphorus bombs were thrown into the aircraft prior to its departure. The aircraft was named ""Clipper Celestial."""
1973-12-22 22:10:00+00:00,12/22/1973,22:10,"Near Tetouan, Morocco",Royal Air Maroc,,Paris - Tanger,Sud-Aviation Caravelle VI-N,OO-SRD,069/84,106.0,99.0,7.0,106.0,99.0,7.0,0.0,"After missing the outer marker, the aircraft continued off course and crashed into Mt. Mellaline, 20 kms from the airport at an elevation of 2,300 feet in rain. Crew error. The pilot started his final turn too far east of the runway."
,12/28/1973,,"Durban, South Africa",Executive Funds,,,Douglas DC-3,ZS-DAK,1498,25.0,22.0,3.0,1.0,1.0,0.0,0.0,"The No.1 engine failed while the DC-3  turned onto final approach.  Shortly thereafter,  the No.2 engine also failed. The aircraft was turned towards a beach and was ditched successfully. One  non-swimming passenger  drowned."
1974-01-01 12:38:00+00:00,01/01/1974,12:38,"Near Turin, Italy",Itavia,,Bologna - Torino,Fokker F-28 Fellowship 1000,I-TIDE,11015,42.0,38.0,4.0,38.0,35.0,3.0,0.0,Crashed 2 miles short of the runway upside down during an approach in fog and heavy rain.
1974-01-09 16:36:00+00:00,01/09/1974,16:36,"Near Nevia, Colombia",SATENA,,Florencia - Bogota,Hawker Siddeley HS 748-260,FAC-1103,1704,31.0,28.0,3.0,31.0,28.0,3.0,0.0,The domestic flight crashed into Mt Gabinete about 34 km northwest of Florencia while en route to Bogota.
1974-01-10 16:30:00+00:00,01/10/1974,16:30,"La Paz, Bolivia",TAM (Bolivia),,Santa Rose - La Paz,Douglas C-54,TAM-52,,24.0,21.0,3.0,24.0,21.0,3.0,0.0,The non-scheduled passenger flight crashed while en route to La Paz. Wreckage never found.
1974-01-26 07:30:00+00:00,01/26/1974,07:30,"Izmir, Turkey",Turkish Airlines (THY),,Izmir - Istanbul,Fokker F-28 Fellowship 1000,TC-JAO,11057,73.0,68.0,5.0,66.0,62.0,4.0,0.0,"The plane yawed left, pitched nose down and crashed shortly after taking off. Icing. Frost on the wings along with over rotation resulted in a stall. Crew error."
1974-01-30 23:41:00+00:00,01/30/1974,23:41,"Pago Pago, American Samoa",Pan American World Airways,806,Auckland - Pago Pago,Boeing B-707-321B,N454PA,19376/661,101.0,91.0,10.0,97.0,87.0,10.0,0.0,"The aircraft crashed and burned while making ILS approach to Pago Pago International Airport. There was a failure of the crew to correct an excessive rate of descent causing the aircraft to fly into trees short of the runway. Windshear, sensory illusory, inadequate monitoring of flight instruments, and the failure of the crew to call out descent rate. Most aboard the aircraft were not injured by the crash but succumbed to fire and panic afterwards. The aircraft was named ""Clipper Raidant."""
1974-02-02 21:30:00+00:00,02/02/1974,21:30,"Near Honolulu, HI",Pan American World Airways,,"San Francisco, CA - Honolulu, HI - Agana, Guam",Boeing B-747,N732PA,19638/3,298.0,279.0,19.0,1.0,1.0,0.0,0.0,A 16 month old child was asphyxiated by a seat belt while unattended.
1974-02-09 17:30:00+00:00,02/09/1974,17:30,"Near Souda, Crete",Military - West German Air Force,,,Transall C-160D,50-63,,40.0,35.0,5.0,35.0,30.0,5.0,0.0,"The twin-engine turboprop hit a mountain at an elevation of 5,000 ft. during an ILS approach."
1974-03-03 11:41:00+00:00,03/03/1974,11:41,"Near Ermenonville, France",Turkish Airlines (THY),981,Paris - London,McDonnell Douglas DC-10-10,TC-JAV,46704/29,346.0,335.0,11.0,346.0,335.0,11.0,0.0,"The aircraft crashed shortly after takeoff from Orly Airport in Paris, France. Climbing through FL110 the aircraft lost the rear cargo door, resulting in explosive decompression and damage to the cabin floor and control cables. The aircraft lost control and crashed in a forest at a high rate of speed. The service subcontractor and the flight engineer neglected to check the locking mechanism through a recently installed viewport to verify the door was latched properly. In addition, although a service bulletin stipulated that the locking pin should be extended, it was mistakenly shortened causing the latch to release after the cabin was pressurized. On June 12, 1972, an American Airlines DC-10 lost its cargo door shortly after taking off from Detroit ,Michigan. Using mainly engine thrust the crew was able to land safely. The cause was a defect in the latching mechanism on the door."
1974-03-13 19:28:00+00:00,03/13/1974,19:28,"Bishop, California",Sierra Pacific Airlines,802,Bishop - Burbank,Convair CV-440,N4819C,138,36.0,32.0,4.0,36.0,32.0,4.0,0.0,"The aircraft crashed into Poleta Ridge, in the foothills of  the White Mountains at 6,100 ft.  The Wolper Productions Inc. movie crew was being flown from Bishop to Burbank. The flight was being conducted under VFR conditions. It could not be determined why the crew did not maintain a safe distance from hazardous terrain."
1974-03-15 08:07:00+00:00,03/15/1974,08:07,"Tehran, Iran",Sterling Airways,,Tehran - Kobenhavn,Aerospatiale Caravelle 10B3,OY-STK,266,96.0,92.0,4.0,15.0,15.0,0.0,0.0,Collapse of right main landing gear while taxing ruptured the wing fuel tank causing a fire.
1974-04-04 02:35:00+00:00,04/04/1974,02:35,"Francistown, Botswana",Wenela Air Services,,Francistown - Malawi,Douglas DC-4,A2-ZER,27242,84.0,80.0,4.0,78.0,75.0,3.0,0.0,The aircraft crashed into trees and burst into flames after the engines overheated resulting in loss of power. The plane was carrying gold miners. Fuel contamination. Jet A fuel contaminated the aviation gasoline.
1974-04-22 15:26:00+00:00,04/22/1974,15:26,"Grogak, Bali, Indonesia",Pan American World Airways,812,"Hong Kong - Bali, Indonesia - Sydney, Austrailia",Boeing B-707-321C,N446PA,19268/544,107.0,96.0,11.0,107.0,96.0,11.0,0.0,"The aircraft was on a flight from Hong Kong to Denpassar, Bali.  While on approach, the plane crashed into Mt. Mesehe at 4,000 ft. killing all aboard. Premature execution of a right hand turn to join the 263 degrees outbound track which was based on the indication given by only one of the ADFs while the other one was still in steady condition. External or internal interference causing an incorrect indication from the automatic direction finder. The aircraft was named ""Clipper Climax."""
1974-04-27 18:07:00+00:00,04/27/1974,18:07,"Near Leningrad, USSR",Aeroflot,,Leningrad - Zaporozhye,Ilyushin IL-18B,CCCP-75559,184007703,109.0,102.0,7.0,109.0,102.0,7.0,0.0,The aircraft crashed after report of a heavy vibration and fire in the No. 4 engine. Structural failure of turbine disc in No. 4 the engine.
1974-05-02 19:30:00+00:00,05/02/1974,19:30,"Banos, Ecuador",Aero Taxis Equatorianos,,Pastaza - Ambato,Douglas C-47,HC-AUC,,24.0,21.0,3.0,22.0,19.0,3.0,0.0,Struck a mountain shortly after takeoff. Failure to climb to the minimum safety altitude. Overconfidence of the crew. Distraction by a tourist guide in the cockpit.
1974-05-23 22:05:00+00:00,05/23/1974,22:05,"Kiev, Ukraine, USSR",Aeroflot,H-166,	Khmelnitsky - Kiev,Yakovlev YAK-40,CCCP-87579,9221122,29.0,25.0,4.0,29.0,25.0,4.0,0.0,Crashed during approach. Incapacitation of the crew due to carbon monoxide.
1974-06-08 17:30:00+00:00,06/08/1974,17:30,"Monte San Isidro,  Colombia",Aerolineas TAO,514,Bucaramanga - Cucuta,Vickers Viscount 785D,HK-1058,380,44.0,38.0,6.0,44.0,38.0,6.0,0.0,The aircraft lost control and crashed after a tailplane failure. Failure in-flight of the tailplane spar causing the left tailplane and elevator the detach.
,06/27/1974,,"Battambang, Khmer Republic",Cambodia Air,1999,Battambang - Phnom Penh,Boeing 307B-1 Stratoliner,XW-TFR,1999,39.0,33.0,6.0,19.0,17.0,2.0,0.0,Crashed during takeoff and burned after 3 engines failed. Mechanical failure due to improper maintenance procedures. Insufficient training of cabin crew.
,08/11/1974,,"Near Ouagadougou, Upper Volta",Air  Mali,,"Bamako, Mali - Kano, Nigeria",Ilyushin IL-18B,TZ-ABE,181003304,60.0,50.0,10.0,47.0,39.0,8.0,0.0,"The aircraft crashed after running out of fuel. After being diverted because of bad weather, a navigation error caused the crew to circle the wrong city."
1974-08-12 14:50:00+00:00,08/12/1974,14:50,"Cali, Colombia",Avianca,,Tumaco - Bogota,Douglas C-47-DL,HK-508,4527,27.0,24.0,3.0,27.0,24.0,3.0,0.0,The crew became lost in rainy weather and crashed into Trujillo Mountain. Wreckage found 2 months later.
1974-08-14 09:20:00+00:00,08/14/1974,09:20,"Margarita Island, Venezuela",Linea Aeropostal Venezolana,,Cumana - Porlamar,Vickers Viscount 749,YV-C-AMX,95,49.0,45.0,4.0,49.0,45.0,4.0,0.0,"In accordance with ATC, the crew divert to Cumaná Airport and while completing a turn to change heading, the plane struck the peak La Gloria located10 km northeast of Porlamar Airport."
,08/18/1974,,"Near Kisangani, Zaire",Military - Zairean Air Force,,Kinshasa - Kisangani,Lockheed C-130H,9T-TCD,4422,31.0,24.0,7.0,31.0,24.0,7.0,0.0,"During a night time approach to Kisangani Airport, the plane crashed in unknown circumstances few km from the runway threshold"
,09/07/1974,,"Tandjung-karang, Indonesia",Garuda Indonesia Airlines,,bang - Bandar Lampung - Jakarta,Fokker F-27 Friendship 600,PK-GFJ,10422,39.0,36.0,3.0,36.0,33.0,3.0,0.0,Crashed into a building while landing during poor weather conditions. The plane was blown against the building by a strong gust of wind.
1974-09-08 11:40:00+00:00,09/08/1974,11:40,"Ionian Sea , off Kefallinia, Greece",Trans World Airlines,841,Tel Aviv - Athens - Rome - New York,Boeing B-707-331B,N8734,20063/789,88.0,79.0,9.0,88.0,79.0,9.0,0.0,"The aircraft pitched up, rolled to the left, went into a steep spiral dive and crashed into the sea. Detonation of an explosive device in the aft cargo hold. A Palestinian organization claimed responsibility. The blast probably buckled the cabin floor damaging the elevator and rudder controls."
1974-09-11 07:34:00+00:00,09/11/1974,07:34,"Near Charlotte, North Carolina",Eastern Air Lines,212,"Charleston, SC - Charlotte, NC - Chicago, IL",McDonnell Douglas DC-9-31,N8984E,47400/443,82.0,78.0,4.0,70.0,68.0,2.0,0.0,The aircraft flew too low and struck trees 3.3 miles short of the runway during an approach in fog. Flightcrew's lack of altitude awareness at critical points during the approach due to poor cockpit discipline in that the crew did not follow prescribed procedures. The crewmembers were preoccupied with conversations having nothing to do with the operating the aircraft while conducting an instrument approach. The aircraft was 50 knots too fast and 500 feet below the final approach fix.
1974-09-15 11:00:00+00:00,09/15/1974,11:00,"Phan Rang, South Vietnam",Air Vietnam (South Vietnam),706,Da Nang - Saigon,Boeing B-727-121C,XV-NJC,19819,75.0,67.0,8.0,75.0,67.0,8.0,0.0,"Hijacked. Detonation of two hand grenades in the passenger compartment after the pilot refused to fly to Hanoi, North Vietnam. The aircraft attempted to land, executed a missed approach and dove into the ground from a height of 1,000 feet."
1974-11-01 14:56:00+00:00,11/01/1974,14:56,"Near Surgut, Russia",Aeroflot,662,	Khanty - Surgut,Antonov An-2 / Mil Mi-8T,CCCP-70766,	 1G132-21,38.0,32.0,6.0,38.0,32.0,6.0,0.0,Midair collision between a An-2 and a Mil Mi-8T in poor weather.
1974-11-20 07:54:00+00:00,11/20/1974,07:54,"Near Nairobi, Kenya",Deutsche Lufthansa,540,Frankfurt - Nairobi - Johannesburg,Boeing B-747-130,D-ABYB,19747/29,157.0,144.0,13.0,59.0,55.0,4.0,0.0,The aircraft stalled and crashed during takeoff. The wing flaps were not extended. First fatal Boeing 747 accident to occur.
1974-11-20 09:30:00+00:00,11/20/1974,09:30,"Soddu, Ethiopia",Ethiopian Airlines,,Soddu - Beica,Douglas DC-3,ET-AAR,9465,24.0,21.0,3.0,2.0,0.0,2.0,0.0,Stalled  on takoff and crashed.
1974-12-01 11:10:00+00:00,12/01/1974,11:10,"Near Berryville, Virginia",Trans World Airlines,514,Columbus - Washington D.C.,Boeing B-727-231,N54328,20306/791,92.0,85.0,7.0,92.0,85.0,7.0,0.0,The plane crashed into high terrain at approximately 270 mph during an approach to Dulles Airport. The crew's decision to descend before aircraft reached the approach segment. The crew ignored high terrain marked on the en route chart and continued their descent. Lack of clarity in ATC procedures. The issuance of the approach clearance when the flight was 44 miles from the airport on an unpublished route without clearly defined minimum altitudes. Inadequate depiction of altitude restrictions on the profile view of the approach chart for the VOR/DME approach to Runway 12 at Dulles International Airport.
1974-12-04 22:15:00+00:00,12/04/1974,22:15,"Near Maskeliya, Sri Lanka",Martinair Holland NV,138,Surabaya - Jeddah,McDonnell Douglas DC-8-55F,PH-MBH,45818/242,191.0,182.0,9.0,191.0,182.0,9.0,0.0,"The aircraft impacted Mount Anjimalai at 4,355 ft. the during approach. The crew descended below a safe altitude due to a position error resulting from misinterpretation of Doppler and weather radar."
,12/12/1974,,"Near Moc Hoa, South Vietnam",Military - Vietnamese Air Force,,,Boeing Vertol CH-47 (helicopter),,,54.0,53.0,1.0,54.0,53.0,1.0,0.0,Shot down by a surface-to-air missile.
1974-12-22 13:30:00+00:00,12/22/1974,13:30,"Maturin, Venezuela",Aerovias Venezolanas SA (Venezuela),358,Ciudad Bolivar - Maturin - Caracas,McDonnell Douglas DC-9-14,YV-C-AVM,47056/89,77.0,71.0,6.0,77.0,71.0,6.0,0.0,"Four minutes after takeoff from runway 05 at Maturin Airport, while climbing , the plane struck the slope of Mt Zamuro,  20 km from the airport."
,12/29/1974,,"Near Sibiu, Romania",Tarom,,Oradea - Sibiu - Bucharest,Antonov AN-24RV,YR-AMD,27307606,33.0,28.0,5.0,33.0,28.0,5.0,0.0,"Crashed into Lotru mountains, 22 km south of Sibiu after drifting 20 km off course by winds and turbulence. Wrong decisions on part of the flying crew who adopted a wrong approach configuration, causing the aircraft to drift."
,12/29/1974,,"Tikal, Guatemala",Edwin Ortiz,,Tikal - Guatemala City,Lockheed 18 Lodestar,TG-HTM,582,24.0,21.0,3.0,24.0,213.0,3.0,0.0,"Few minutes after takeoff from Tikal Airport, while climbing, the airplane went out of control and crashed on the slope of a mountain located few km from the airport. Possible in-flight fire."
1975-01-30 18:50:00+00:00,01/30/1975,18:50,"Istanbul, Turkey",Turkish Airlines (THY),,Izmir - Istanbul,Fokker F-28 Fellowship 1000,TC-JAP,11058,42.0,38.0,4.0,42.0,38.0,4.0,0.0,"After an electrical failure at the airport the aircraft initiated a go-around. Because another aircraft was about to take off, an extended downwind leg was flown. The aircraft crashed into the Sea of  Marmara while in the process of making the second approach. It is though the pilot-in-command may lost control of the airplane after suffering  spatial disorientation while flying at night under VFR mode over the Marmara Sea without any visual reference points."
,01/30/1975,,"Santo Domingo, Dominican Republic",Linea Aerea Nacional,,Santo Domingo - Port-au-Prince,Douglas DC-3-313,HI-222,2189,30.0,27.0,3.0,2.0,1.0,1.0,0.0,Crashed during take off. Failure of the right engine.
1975-02-03 23:10:00+00:00,02/03/1975,23:10,"Manila, Philippines",Philippine Air Lines,,Manila - Iligan,Hawker Siddeley HS-748 2,RP-C1028,1590,33.0,29.0,4.0,33.0,29.0,4.0,0.0,The No. 2 engine caught fire shortly after takeoff.  The aircraft crashed into a rice field 3 miles short of the runway while making an emergency approach back to the airport.
1975-02-09 17:30:00+00:00,02/09/1975,17:30,"Souda, Crete",Military - Deutsche Luftwaffe,,Hohn - Chania,Transall C-160,5063,D-85,40.0,35.0,5.0,40.0,35.0,5.0,0.0,"Slammed into a mountain at an altitude of 5,000 ft. during an approach to Canea in a snow shower."
1975-03-12 18:30:00+00:00,03/12/1975,18:30,"Pleiku, South Vietnam",Air Vietnam (South Vietnam),,,Douglas DC-4,XV-NUJ,10701,26.0,20.0,6.0,26.0,20.0,6.0,0.0,Shot down by a hand-held surface-to-air missile by North Vietnamese forces 25 miles SW of Pleiku.
1975-03-16 13:40:00+00:00,03/16/1975,13:40,"Near Barito, Argentina",Military - Fuerza Aerea Argentina,,El Palomar AB - San Carlos de Bariloche,Fokker F-27 Friendship 400M,TC-72,10404,55.0,50.0,5.0,55.0,50.0,5.0,0.0,The aircraft struck a mountain while preparing for an ILS approach in poor weather. Crew error. Crew descended below the minimum safe altitude before knowing their position.
1975-04-04 16:30:00+00:00,04/04/1975,16:30,"Saigon, South Vietnam",Military - U.S. Air Force,,Saigon - Clark - Los Angeles,Lockheed C-5A Galaxy,68-218,21,330.0,314.0,16.0,155.0,150.0,5.0,0.0,"The aircraft reported it was returning to Tan Son Nhut Airbase 15 minutes after taking off. The aircraft was not able to make the airport and crashed landed into a rice paddy, 1.5 miles from the airport. The flight was evacuating 243 Vietnamese orphans. Pressure failure due to a faulty rear loading ramp caused decompression which led to severed rudder and elevator cables and loss of two hydraulic systems resulting in a loss of pitch control. Worst single non-combat U.S. military aviation disaster."
,06/03/1975,,"Manila, Philippines",Philippine Air Lines,,Legaspi - Manilla,BAC One-Eleven 524FF,RP-C1184,190,64.0,59.0,5.0,1.0,1.0,0.0,0.0,A bomb exploded in the right rear lavatory causing a hole in the fuselage. The plane landed safely.
1975-06-24 16:05:00+00:00,06/24/1975,16:05,"JFK Airport, New York, New York",Eastern Air Lines,66,New Orleans - New York City,Boeing B-727-225,N8845E,20443/837,124.0,116.0,8.0,113.0,107.0,6.0,0.0,"The aircraft crashed into the approach lights to runway 22L at JFK while on an ILS approach to the runway. Aircraft's encounter with heavy rain and a very strong thunderstorm that was located astride the ILS localizer course which resulted in a high descent rate into approach light towers.The flightcrew's delayed recognition and correction of the high descent rate and their reliance upon visual cues rather than on flight instrument reference. However, the adverse winds might have been too severe for a successful approach and landing even had they relied upon and responded rapidly to the indications of the flight instruments.Contributing to the accident was the continued use of Runway 22L when it should have become evident to both air traffic control personnel and the flightcrew that a severe weather hazard existed along the approach path."
1975-07-15 12:34:00+00:00,07/15/1975,12:34,"Near Batumi, Georgia, USSR",Aeroflot,E-15,Yerevan - Batumi,Yakovlev YAK-40,CCCP-87475,9442037,40.0,35.0,5.0,40.0,35.0,5.0,0.0,The aircraft struck a mountain after an attempted go-around. Deviation from the standard trajectory for a missed approach. Misinformation supplied to crew.
,07/31/1975,,"Taipei, Taiwan",Far Eastern Air Transport,134,Hualien - Taipei,Vickers 837 Viscount,B-2029,439,75.0,70.0,5.0,27.0,27.0,0.0,0.0,"Stalled and crashed during thunderstorm while attempting to land for a second time. The pilot attempted a go around but the plane did not respond, the wing hit the ground and the plane crashed. The pilot decided to pull up too late for another try at landing and failed to operate the plane properly while doing so."
1975-08-03 04:30:00+00:00,08/03/1975,04:30,"Near Immouzer, Morocco",Alia Royal Jordanian Airlines,,Paris - Agadir,Boeing B-707-321C,JY-AEE,18767/376,188.0,181.0,7.0,188.0,181.0,7.0,0.0,"The aircraft was on approach when the right wing tip and No. 4 engine struck a mountain peak at 2,400 feet.  Part of the wing separated and the plane crashed into a ravine. Crew error."
1975-08-07 16:11:00+00:00,08/07/1975,16:11,"Denver, Colorado",Continental Airlines,426,Denver - Wichita,Boeing B-727-224,N88777,19798/608,131.0,124.0,7.0,0.0,0.0,0.0,0.0,"The aircraft climbed to about 100 feet above runway 35L and then crashed near the departure end of the runway. At the time of the accident, a thunderstorm with associated rain showers was moving over the northern portion of the airport. The aircraft's encounter, immediately following takeoff, with severe windshear at an altitude and airspeed which precluded recovery to level flight."
1975-08-15 22:01:00+00:00,08/15/1975,22:01,"Krasnovodsk, USSR",Aeroflot,A-053,,Yakovlev YAK-40,CCCP-87323,9330230,38.0,34.0,4.0,23.0,21.0,2.0,0.0,The plane descended below the glidepath and crashed. Windshear.
1975-08-20 01:15:00+00:00,08/20/1975,01:15,"Near Damascus, Syria",Ceskoslovenske Aerolinie,542,"Prague, Czechoslovakia - Damascus, Syria",Ilyushin IL-62,OK-DBF,31502,128.0,117.0,11.0,126.0,115.0,11.0,0.0,"The airliner crashed into a sandy knoll, 10 miles NE of Damascus during an approach to Damascus International Airport. Failure of the crew to maintain the minimum flight altitude."
1975-08-30 13:57:00+00:00,08/30/1975,13:57,"Near Gambell, Alaska",Wien Alaska Airlines Inc.,99,Nome - Gambell,Fairchild F-27B,N4904,21,32.0,28.0,4.0,10.0,7.0,3.0,0.0,"After several landing attempts, the aircraft crashed into Sevuokuk Mountain, in fog, while attempting to land at Gambell Airport. The flightcrew's failure to adhere to prescribed company instrument approach procedures while attempting to land in adverse weather conditions."
1975-09-01 08:00:00+00:00,09/01/1975,08:00,"Leipzig-Halle, East Germany",Interflug,,Stuttgart - Leipzig,Tupolev TU-134,DM-SCD,9350702,34.0,28.0,6.0,27.0,24.0,3.0,0.0,"The aircraft descended below the glide path and struck a radio tower short of the runway. The captain was sentenced to 5 years in prison, the co-pilot, navigator and radio officer received 3 year sentences each. The plane collided with the radio tower because the pilot was flying below the minimum flight altitude."
,09/24/1975,,"Near Palembang, Indonesia",Garuda Indonesia Airlines,150,Jakarta - Palembang,Fokker F-28 Fellowship 1000,PK-GVC,11039,61.0,57.0,4.0,25.0,21.0,4.0,1.0,Landed short and struck trees while on approach in poor weather. VFR flight in weather conditions below minima.
1975-09-30 02:40:00+00:00,09/30/1975,02:40,"Off Beirut, Lebanon",Malev Hungarian Airlines,,"Budapest - Beirut, Lebanon",Tupolev TU-154B,HA-LCI,53,60.0,50.0,10.0,60.0,50.0,10.0,0.0,The aircraft crashed into the Mediterranean sea while on approach. The ILS localizer was down at the time but a visible approach was possible. Cause unknown.
1975-10-27 06:45:00+00:00,10/27/1975,06:45,"Tomonoco, Bolivia",TAM (Bolivia),,Tomonoco - La Paz,Convair CV-440-12,TAM-44,328,67.0,63.0,4.0,67.0,63.0,4.0,0.0,The aircraft took off reaching a altitude of only 300 feet which was insufficient to clear the terrain surrounding the airport. Cause not determined. Overloaded.
1975-10-30 09:20:00+00:00,10/30/1975,09:20,"Near Prague, Czechoslovakia",Inex Adria Aviopromet,,Tivat - Praha,McDonnell Douglas DC-9-32,YU-AJO,47457/620,120.0,115.0,5.0,75.0,71.0,4.0,0.0,The aircraft landed short and hit high ground during an ILS approach in fog.
1975-11-17 22:14:00+00:00,11/17/1975,22:14,"Near Sukhumi, Georgia, USSR",Aeroflot,6274,Tbilisi - Sukhumi,Antonov AN-24,CCCP-46467,27307905,38.0,33.0,5.0,38.0,33.0,5.0,0.0,"The crew attempted to circumnavigate a thunderstorm but los track of their positon. They descended until the struck Mount Apshara at 2,250 meters."
1975-11-20 19:38:00+00:00,11/20/1975,19:38,"Kharkov, Ukraine, USSR",Aeroflot,7950,"	Rostov, Russia - 	Kharkov, Ukraine",Antonov AN-24,CCCP-46349,97305708,50.0,46.0,4.0,19.0,18.0,1.0,0.0,Crashed into trees on a slope of a hill near Kharkov Airport. Air traffic control reported a wrong QNH setting to the crew. Crew ignored ground proximity warnings.
,11/22/1975,,"Sofia, Bulgaria",Balkan Bulgarian Airlines,,Sofia - Varna,Antonov AN-24B,LZ-ANA,67302707,48.0,45.0,3.0,3.0,2.0,1.0,0.0,Crashed shortly after takeoff. Stalled crashed. Icing.
1976-01-01 05:30:00+00:00,01/01/1976,05:30,"Near Al Qaysumah, Saudi Arabia",Middle East Airlines,438,Beirut - Dubai,Boeing B-720B-023B,OD-AFT,18020/165,82.0,67.0,15.0,82.0,67.0,15.0,0.0,The aircraft broke-up at FL 370 and crashed in the desert. Detonation of an explosive device in the forward cargo compartment.
1976-01-03 10:05:00+00:00,01/03/1976,10:05,"Moscow, Russia",Aeroflot,2003,Moscow - Vnukovo,Tupolev TU-124,CCCP-45036,3351001,61.0,56.0,5.0,61.0,56.0,5.0,1.0,"After taking off the plane entered clouds. Both artificial horizons failed. The plane rolled to the left  until it reached an angle of 95 degrees, descended and crashed."
1976-01-20 07:15:00+00:00,01/20/1976,07:15,"Near Loja, Ecuador",TAME,,Loja - Guayaquil,Hawker Siddeley HS-748-246,FAE-683,1683,42.0,36.0,6.0,34.0,28.0,6.0,0.0,The aircraft lost altitude and the right wing struck trees as the plane crashed in the Chillacocha mountain range at 9.000 ft. while en route. It is believed that the loss of altitude and the subsequent collision with ground was the consequence of orographic currents encountered over the mountainous area.
,01/21/1976,,"Near Shanghai, China",CAAC,,Guangzhou - Changsha,Antonov AN-24,B-492,,40.0,36.0,4.0,40.0,36.0,4.0,0.0,Crashed during the approach. Reasons unknown.
1976-02-09 08:15:00+00:00,02/09/1976,08:15,"Irkutsk, Russia",Aeroflot,3739,Irkutsk - Novosibirsk,Tupolev TU-104A,CCCP-42327,66600201,124.0,104.0,10.0,24.0,15.0,9.0,0.0,After taking off the plane began to bank to the right until it crashed. Asymmetrical refueling of the plane. Pilot error.
1976-03-06 00:58:00+00:00,03/06/1976,00:58,"Near Voronezh, Russia",Aeroflot,909,Moscow - Yerevan,Ilyushin IL-18E,CCCP-75408,186009201,111.0,100.0,11.0,111.0,100.0,11.0,7.0,"The aircraft plunged to earth from FL 260 in darkness. Electrical power failure of compass, gyros and auto pilot caused the crew to lose control of the plane."
1976-04-05 08:19:00+00:00,04/05/1976,08:19,"Ketchikan, Alaska",Alaska Airlines,60,Juneau - Ketchikan,Boeing B-727-81,N124AS,18821,50.0,45.0,5.0,1.0,1.0,0.0,0.0,The plane overran the runway after landing at excessive speed. The captain's faulty judgement in initiating a go-around after he was committed to a full stop landing following an excessively long and fast touchdown from an unstabilized approach.
,04/14/1976,,"Neuquen, Argentina",Yacimientos Petroliferos Fiscales,,,Hawker Siddeley HS-748 2,LV-HHB,1540,34.0,31.0,3.0,34.0,31.0,3.0,0.0,Structural failure and in-flight separation of the right wing. Fatigue cracks attributed to stress due to design. These cracks became critical sooner than anticipated. The cracks remained undetected and became critical because the manufacturer's inspection program for the area was insufficiently.
1976-04-27 15:10:00+00:00,04/27/1976,15:10,"St. Thomas, Virgin Islands",American Airlines,625,New York City - Saint Thomas,Boeing B-727-95,N1963,19837/499,88.0,81.0,7.0,37.0,35.0,2.0,0.0,"After touching down 2,200 feet down the runway, a go-around procedure was initiated. When there was no acceleration felt, the throttles were closed again. After attaining a nose-up attitude of 11 degrees, the aircraft ran off the end of the runway and struck a localizer antenna. The wingtip then clipped a hillside, the aircraft hit an embankment, went airborne and contacted the ground bursting into flames. The captain's actions and his judgement in initiating a go-around manoeuver with insufficient runway remaining after a long touchdown."
1976-05-15 10:48:00+00:00,05/15/1976,10:48,"Chernigov, Ukraine, USSR",Aeroflot,1802,,Antonov AN-24,CCCP-46534,57310108,52.0,46.0,6.0,52.0,46.0,6.0,0.0,"After entering the wake turbulence of a MiG fighter plane, the rudder deflected sharply and both propellers feathered causing the plane to go into a spin and crash."
1976-05-23 12:30:00+00:00,05/23/1976,12:30,"Zamboanga, Philipines",Philippine Air Lines,,Davao City - Manila,BAC One-Eleven 527FK,RP-C1161,213,87.0,77.0,10.0,14.0,14.0,0.0,3.0,The aircraft was destroyed after a hijacker set off grenades in the cabin. All three hijackers were killed.
1976-06-01 07:48:00+00:00,06/01/1976,07:48,"Nacias Nguema, Equatorial Guinea",Aeroflot,SU-418,	Luanda - Malabo - N’Djamena - Tripoli - Moscow,Tupolev TU-154A,CCCP-85102,102,45.0,35.0,10.0,45.0,35.0,10.0,0.0,After takeoff from Malabo the aircraft collided with Mount San Carlos. Cause unknown. Possible failure of radar equipment.
